,overall
103122,67
116528,73
25548,61
105051,66
110595,60
114217,83
40542,63
76755,58
38728,65
6003,65
85263,68
103877,67
90482,63
117253,72
53908,66
81313,74
56801,63
113841,50
21710,66
49694,71
124340,65
81025,74
47433,75
77309,57
88641,65
42662,59
96017,49
46230,79
103259,67
10741,60
86826,67
71974,65
47679,74
69837,67
80782,75
119678,69
16431,75
44582,54
10584,60
97980,75
108146,63
38308,65
45560,47
111281,59
51329,69
67935,69
58881,61
17400,72
19087,69
79902,77
79896,77
64152,75
30007,79
70758,66
54727,65
96132,88
110651,60
24605,62
87530,66
127921,61
62903,80
45161,52
61349,55
87471,66
55296,65
32949,72
102539,68
109828,61
34572,69
90341,63
87270,66
110798,59
106601,64
114086,89
79035,84
84538,69
72294,64
36797,67
109917,61
2470,71
25197,62
126495,63
113971,49
61978,52
64206,75
23894,63
1120,74
71436,65
78916,91
81172,74
120713,68
3245,69
55053,65
92258,61
126673,62
27309,58
91180,62
24526,63
31129,75
56859,63
79506,79
70210,67
108398,62
18228,71
14942,47
14692,50
27781,56
39817,64
31730,74
110720,59
126614,62
12472,57
69818,67
74494,62
37784,66
80727,75
115307,76
100781,70
84340,69
38389,65
114298,82
20942,67
68181,69
115362,76
40948,62
10765,60
125350,64
8997,62
90179,64
33828,70
128775,60
85490,68
28012,56
90625,63
100761,70
7128,64
5751,66
59568,59
8864,62
51502,69
80740,75
104105,66
75793,60
76692,58
20281,68
128164,61
26754,59
67462,70
101000,70
79590,79
57481,62
107684,63
19309,69
43784,57
95337,54
113778,51
56930,63
65906,72
92150,61
123009,66
106543,64
97179,77
38721,65
101702,69
25050,62
17510,72
86298,67
112307,56
1641,73
42529,60
70475,66
44688,54
56105,64
99599,72
72750,64
123046,66
76101,60
16939,73
13977,53
123629,65
95925,50
17266,73
25319,61
88497,65
10316,60
92572,60
87659,66
88543,65
91682,62
131908,51
11292,59
38087,65
55090,65
43416,58
85476,68
79155,82
90450,63
78237,53
7098,64
80320,76
99166,72
44861,53
89022,65
90794,63
22394,65
11183,59
88246,65
18006,71
30993,75
54294,66
24993,62
128316,60
58313,61
89629,64
46962,76
24607,62
86054,67
12234,57
107009,64
45928,81
47490,75
125004,64
104460,66
65317,73
112712,55
1833,72
7758,63
41614,61
82068,72
16132,76
107824,63
125981,63
92873,60
70265,67
126432,63
13746,54
95905,50
13046,56
30395,77
25978,60
74213,62
93832,58
99919,71
126774,62
17480,72
106308,64
7775,63
33802,70
707,76
87111,66
2442,71
646,76
67690,69
41664,61
30248,78
83828,70
101536,69
89184,64
103476,67
54464,66
35553,68
68309,69
106741,64
40751,62
109591,61
94146,58
108928,62
3839,68
63004,79
58289,61
72487,64
31457,74
48635,72
121863,67
2861,70
109960,60
101373,69
122526,66
8793,62
14555,50
2125,72
91260,62
112419,56
119736,69
4293,67
42177,60
92869,60
122085,67
73631,63
118452,70
13141,55
25174,62
42015,60
28676,53
19307,69
83078,71
79163,82
94777,56
83541,70
77907,55
19686,68
118127,71
67958,69
81576,73
21942,66
48954,72
91819,62
109720,61
113247,53
126697,62
41533,61
60622,57
88107,65
77586,56
117764,71
72098,65
29574,83
63144,78
63236,78
11981,58
106349,64
94998,55
114040,48
16317,75
58700,61
8734,62
27238,58
86436,67
112970,54
14642,50
87007,66
83493,70
69276,68
54735,65
26431,59
17151,73
131309,54
4791,67
105186,65
4655,67
12368,57
23974,63
99791,71
11087,59
19923,68
89986,64
118510,70
113984,49
56201,64
127384,62
25046,62
7421,64
5673,66
131334,54
81320,74
88511,65
92114,61
58577,61
43597,57
130274,57
65112,73
31193,75
109656,61
11440,59
13454,54
34226,70
106187,65
123449,65
8712,62
49778,71
110702,59
72481,64
35640,68
117386,72
121339,67
72803,64
26481,59
94887,56
62076,52
4086,68
13768,54
1270,74
5209,66
62879,80
36327,67
74128,62
13312,55
64033,75
97681,75
33660,70
128714,60
110558,60
101338,69
123321,65
123155,66
65295,73
51904,68
17514,72
73379,63
1292,74
38855,65
57798,62
22037,65
34938,69
15236,81
95552,53
114204,84
121184,67
94093,58
50986,69
116477,73
13935,53
129880,58
26133,60
114048,48
127613,61
85267,68
75287,61
95823,51
104646,66
98299,74
114098,87
86126,67
36371,67
28981,52
122981,66
8207,63
91032,63
97762,75
11277,59
30943,75
93862,58
31359,74
74619,62
63045,79
61823,53
38326,65
71109,66
105296,65
46375,78
54973,65
43003,59
122995,66
101877,69
35143,69
116821,73
116785,73
87071,66
56317,64
26633,59
59516,60
4108,68
96186,85
77042,57
25509,61
65728,72
131236,54
69675,67
100450,70
118911,70
91713,62
42171,60
57627,62
5924,65
66607,71
2539,71
71972,65
95880,51
26836,59
55422,65
127278,62
36366,67
1779,72
38162,65
118432,70
74400,62
131041,55
88342,65
41768,61
7556,63
71801,65
18982,69
43324,58
131310,54
60229,58
23628,64
83446,70
110743,59
58752,61
62932,80
98907,73
114164,84
36170,67
64228,75
39002,64
126795,62
84834,69
51470,69
84113,70
119722,69
38186,65
61164,55
51572,69
82694,71
105919,65
114756,78
81509,73
75264,61
29749,81
94575,56
73327,63
14246,52
77607,56
13591,54
60241,58
30295,77
62766,81
66206,71
7346,64
97174,77
107451,63
113638,52
6789,64
85220,68
85185,68
28807,53
81955,73
31796,74
37417,66
25314,61
96633,79
38129,65
25798,61
109992,60
60076,58
52636,67
19537,69
17479,72
114455,80
96509,80
105062,66
31833,73
107944,63
22090,65
11261,59
19073,69
40391,63
78158,54
99035,72
69386,67
64350,74
115541,75
117523,72
18907,70
34887,69
118590,70
95205,54
77589,56
106211,65
18618,70
91974,61
75002,61
90602,63
11585,58
126477,63
89251,64
74012,63
47622,74
100260,71
5283,66
48306,73
107041,64
4248,68
121936,67
4722,67
80589,75
58745,61
28036,56
12191,57
22402,65
127814,61
17947,71
11041,59
55172,65
78330,53
67277,70
27389,57
42514,60
656,76
121206,67
91465,62
56145,64
123771,65
124786,64
89436,64
117465,72
6252,65
89201,64
20458,67
10461,60
30396,77
125654,63
94043,58
67913,69
123157,66
97571,75
83732,70
14954,46
22924,64
55312,65
44619,54
7855,63
35366,68
18486,70
122026,67
90428,63
58959,60
96142,87
11991,58
9958,61
25555,61
37565,66
51297,69
116237,74
59401,60
105201,65
6240,65
85322,68
89447,64
117563,72
73461,63
95580,53
19274,69
119183,69
34279,70
60490,57
45328,51
113911,50
120490,68
30034,79
66655,71
62279,50
7627,63
36647,67
257,80
22378,65
10480,60
17872,71
27259,58
106937,64
31872,73
99284,72
100698,70
31772,74
51387,69
74599,62
39693,64
68900,68
82108,72
113915,50
86198,67
15627,78
54106,66
65066,73
120714,68
101564,69
105975,65
84197,69
37675,66
41596,61
44523,55
15883,77
58880,61
96673,79
9891,61
73194,64
94503,57
91096,63
106341,64
23199,64
108205,63
40241,63
110741,59
72595,64
22679,65
66842,71
55579,64
114435,81
90231,64
570,77
74635,62
5311,66
110787,59
1179,74
113019,54
95204,54
27254,58
90697,63
30570,76
39663,64
60811,57
45269,51
58202,62
22930,64
56917,63
123174,65
115252,76
54457,66
89007,65
63830,76
10024,60
113201,53
93757,58
26463,59
95330,54
102146,68
105166,65
34054,70
63556,77
86948,67
57800,62
5211,66
8859,62
112768,55
70572,66
67887,69
105744,65
91851,62
42941,59
76777,58
70117,67
56737,63
63445,77
96248,83
47721,74
14465,51
115367,76
57150,63
45353,51
71153,66
69768,67
81175,74
119021,70
53366,67
56862,63
71773,65
71899,65
98452,74
95282,54
22949,64
118551,70
39239,64
30757,76
99356,72
103825,67
92233,61
121514,67
98114,74
123383,65
46265,79
127030,62
59716,59
85470,68
129552,58
67633,70
114919,77
79242,81
126974,62
124173,65
16267,75
54526,66
86897,67
48592,72
4814,67
43844,57
45883,82
16162,76
114031,48
55208,65
7197,64
17350,72
26860,59
17067,73
68542,68
28119,55
38483,65
82960,71
67783,69
4257,68
80968,74
87600,66
63774,76
113211,53
14319,52
27774,57
20776,67
32199,73
97097,77
47996,74
66929,70
86452,67
44342,55
73767,63
26176,60
130140,57
23469,64
52208,68
21413,66
14199,52
41963,61
32192,73
32884,72
55088,65
123100,66
97347,76
83913,70
72376,64
115889,75
100766,70
98584,73
26609,59
86630,67
82302,72
117586,72
103351,67
6299,65
59186,60
131872,51
57129,63
106707,64
59319,60
66483,71
114671,79
3496,69
36219,67
14953,46
122380,66
124484,64
107784,63
54014,66
48514,73
92540,61
58142,62
63164,78
96756,79
3167,69
29573,83
35910,68
24929,62
480,78
125265,64
38365,65
16815,74
59666,59
131203,54
51611,69
99128,72
69933,67
90914,63
121735,67
62433,92
123741,65
106438,64
60944,56
35609,68
106271,64
9155,62
44465,55
84216,69
29391,44
91132,62
19390,69
32215,73
99130,72
42721,59
31981,73
17731,72
34497,69
3402,69
31440,74
32315,73
24631,62
92746,60
106450,64
44468,55
103267,67
109415,61
6850,64
31763,74
87421,66
14423,51
128891,60
97786,75
64856,73
113425,53
78927,89
25599,61
833,75
86194,67
126894,62
95767,52
95569,53
129091,59
114124,86
25020,62
8524,62
94662,56
117259,72
107737,63
26547,59
99887,71
87815,66
110165,60
110621,60
68500,68
50549,70
23081,64
116450,73
71643,65
42636,59
117489,72
30024,79
110699,59
43213,58
47914,74
17285,73
93077,60
12780,56
60320,58
80653,75
13427,55
108476,62
68487,68
43089,58
17495,72
22897,64
76776,58
32353,72
31262,75
114268,82
121373,67
97422,76
66309,71
30998,75
22497,65
117674,71
63916,75
51353,69
22833,65
31787,74
29854,80
36735,67
26540,59
124655,64
69257,68
16206,75
106667,64
29221,50
9451,61
33722,70
76641,58
87746,66
78333,53
65365,73
49147,72
114172,84
123551,65
48111,73
13434,55
4227,68
94785,56
41139,62
114461,80
21796,66
74663,62
95086,55
110156,60
27151,58
32416,72
84456,69
126332,63
68071,69
43824,57
15740,77
78231,53
47615,74
109168,62
87996,66
127229,62
84405,69
68651,68
90493,63
8922,62
113317,53
114735,78
100126,71
48741,72
33252,71
96337,82
107226,64
127409,62
61907,52
77521,56
101433,69
58975,60
127151,62
110726,59
12460,57
43279,58
40141,63
57620,62
119646,69
107704,63
49073,72
38947,65
57628,62
7152,64
14282,52
66253,71
43242,58
2854,70
106152,65
6037,65
10847,59
31712,74
4139,68
26908,59
5976,65
13829,53
95424,53
25888,60
16455,75
89657,64
98544,73
45305,51
92117,61
6532,65
85498,68
105590,65
1644,73
73148,64
64106,75
34790,69
7641,63
125861,63
47106,76
111678,58
81787,73
82140,72
14932,47
40329,63
64467,74
65103,73
130263,57
48776,72
120113,68
58830,61
36258,67
86611,67
86364,67
48386,73
2163,71
91291,62
2250,71
24170,63
117068,72
51924,68
30181,78
75285,61
14546,50
59795,59
2762,70
87873,66
26958,58
60765,57
90190,64
67555,70
76833,58
58454,61
124949,64
126415,63
40992,62
75494,60
96322,82
38836,65
5011,66
26971,58
38007,66
78093,54
10919,59
1892,72
37488,66
50499,70
46407,78
68083,69
101580,69
106050,65
28198,55
91018,63
35808,68
79979,77
7023,64
86898,67
103541,67
29610,82
60166,58
112294,56
104941,66
39908,64
2767,70
66570,71
91802,62
82280,72
109640,61
98968,73
64779,74
35855,68
91182,62
9,88
109777,61
99091,72
67252,70
105580,65
83526,70
84094,70
80029,77
31357,74
89042,65
121090,67
61960,52
59114,60
103226,67
131693,52
44320,55
99561,72
6346,65
45643,87
47796,74
27337,58
126531,63
100799,70
51462,69
58228,62
126904,62
11374,59
109686,61
20338,68
52758,67
130012,57
87684,66
41057,62
99548,72
75524,60
82796,71
44187,56
28696,53
71717,65
25517,61
42466,60
1646,73
50216,70
81030,74
107082,64
63289,78
36247,67
7352,64
81219,74
8776,62
81083,74
74315,62
38233,65
10392,60
126256,63
28687,53
112658,55
125604,63
113528,52
111174,59
109863,61
7165,64
117247,72
111502,58
6338,65
87759,66
83210,71
103953,67
56189,64
79464,79
40668,63
22333,65
34801,69
102127,68
2348,71
6412,65
111586,58
35514,68
97493,76
44899,53
114170,84
97790,75
96616,79
60746,57
57376,63
114274,82
109826,61
92778,60
52060,68
14862,48
55539,65
131674,52
3531,69
125745,63
24417,63
121326,67
34360,70
19329,69
102896,68
25963,60
47130,75
103792,67
25910,60
77605,56
106465,64
83938,70
61344,55
70850,66
78904,46
56693,63
49730,71
22366,65
40085,63
108840,62
81675,73
79549,79
69633,67
19522,69
67829,69
60666,57
113377,53
85624,68
57644,62
78767,50
11513,58
11894,58
73370,63
72542,64
43473,58
83201,71
74208,62
44459,55
125562,63
71187,66
114380,81
7060,64
46428,78
12200,57
52922,67
129156,59
117275,72
80629,75
71997,65
128055,61
83946,70
65102,73
18002,71
83544,70
11952,58
110986,59
114819,78
58770,61
100054,71
2420,71
5905,65
109414,61
39788,64
94341,57
112330,56
30591,76
54018,66
107450,63
27800,56
67975,69
23151,64
4151,68
112053,57
70773,66
9934,61
1203,74
102303,68
67597,70
41238,62
45825,82
90538,63
97035,77
22457,65
96607,79
86575,67
113876,50
26424,60
13133,55
58724,61
40081,63
1352,74
76447,59
128382,60
30522,77
90422,63
29780,80
1489,73
23747,63
45171,52
3965,68
27695,57
111660,58
110874,59
122323,66
36799,67
30277,77
42064,60
70724,66
18606,70
40022,63
107501,63
19666,68
3632,68
50865,69
30115,78
51410,69
106545,64
26841,59
40201,63
6200,65
56963,63
2153,72
88077,66
73964,63
59135,60
125114,64
80812,75
36920,67
91344,62
123766,65
84213,69
124487,64
125653,63
101695,69
42442,60
11140,59
48600,72
16955,73
107891,63
113643,51
31596,74
68835,68
84667,69
61103,56
128830,60
113168,54
78650,51
84771,69
121009,67
75253,61
2293,71
112954,54
83417,70
26740,59
116069,74
79612,79
48593,72
18082,71
93240,59
102865,68
38784,65
8334,63
66876,70
126708,62
27991,56
44252,55
55858,64
103480,67
109573,61
88255,65
89372,64
102166,68
38725,65
125882,63
129771,58
22356,65
46442,78
29686,81
95435,53
79289,81
56735,63
73107,64
101726,69
101016,70
20548,67
55360,65
115623,75
124162,65
66811,71
81228,74
37181,66
46908,76
7344,64
74264,62
73045,64
61051,56
77342,57
112177,57
15018,87
86928,67
47538,75
112290,56
60084,58
98730,73
93212,60
106844,64
22995,64
124782,64
68447,69
38792,65
98392,74
21703,66
25385,61
73442,63
73396,63
127323,62
76531,59
40981,62
64973,73
95835,51
28818,53
3945,68
88838,65
101586,69
49851,71
128760,60
90843,63
55742,64
85778,68
7515,64
76351,59
45189,52
121145,67
9058,62
67482,70
59995,59
93886,58
109191,62
55355,65
33235,71
125697,63
21150,66
121784,67
4654,67
50439,70
99283,72
109568,61
119518,69
44782,54
95336,54
131847,51
120730,68
99500,72
36314,67
34289,70
112379,56
71225,66
79319,80
28471,54
103113,67
104270,66
114263,82
28990,52
51887,68
118428,70
89507,64
114283,82
37367,66
58546,61
77995,54
36070,68
71624,65
38030,66
21801,66
84465,69
52602,67
75341,61
118062,71
93470,59
72362,64
125006,64
15836,77
44316,55
67461,70
23826,63
116774,73
55901,64
118280,71
111616,58
16255,75
65996,72
104910,66
72205,65
36034,68
88990,65
63131,78
5600,66
16149,76
63848,76
58298,61
38938,65
97906,75
105574,65
91231,62
130062,57
91567,62
72519,64
13633,54
106147,65
84429,69
85945,68
48075,73
35847,68
32166,73
118097,71
69443,67
98555,73
126419,63
62831,80
78106,54
105427,65
76738,58
109818,61
31220,75
57043,63
6938,64
36979,67
97459,76
52340,68
15381,80
113126,54
71882,65
1419,74
102139,68
20406,67
36857,67
27735,57
76415,59
10759,60
98741,73
40972,62
122601,66
72003,65
117365,72
91394,62
28999,52
48038,73
46161,79
83532,70
131983,50
40328,63
121812,67
78249,53
130420,56
37164,66
69066,68
87147,66
32408,72
69846,67
44879,53
41334,62
119171,69
42184,60
3089,69
42239,60
99849,71
56638,63
93869,58
96467,81
130986,55
121746,67
10522,60
85830,68
24648,62
113667,51
22163,65
42173,60
62756,81
40574,63
24679,62
17964,71
88682,65
81919,73
75567,60
119256,69
105170,65
126357,63
78113,54
54382,66
118409,70
112734,55
10883,59
115530,75
18449,70
107943,63
121284,67
116085,74
87612,66
75399,61
103364,67
88728,65
31201,75
119346,69
5532,66
26282,60
28927,52
83741,70
119988,69
19012,69
113588,52
102396,68
14473,51
10684,60
32995,71
12043,58
130418,56
103978,67
57166,63
28599,54
804,76
91944,62
89730,64
28440,54
91379,62
112853,55
91273,62
41734,61
66095,72
3712,68
128024,61
122745,66
112918,55
96611,79
41887,61
82481,72
638,76
118692,70
95705,52
118417,70
25148,62
112300,56
13437,55
91527,62
116043,74
53539,67
10968,59
108037,63
28248,55
121292,67
52316,68
68185,69
58697,61
66557,71
39230,64
81748,73
26884,59
119036,70
32511,72
101178,70
8175,63
30714,76
40907,62
56538,63
3991,68
26447,59
17380,72
94896,55
52644,67
80311,76
64333,74
100035,71
53395,67
33911,70
29846,80
30250,78
129167,59
77520,56
89650,64
21246,66
64943,73
49279,71
25404,61
51760,68
93592,59
71261,66
84710,69
106891,64
129825,58
102679,68
35986,68
80372,76
74661,62
119938,69
19342,69
78444,52
75559,60
50289,70
19718,68
49082,72
33980,70
101403,69
39819,64
31718,74
119487,69
41937,61
31607,74
58901,61
56699,63
96209,84
36862,67
23473,64
42367,60
62179,51
50292,70
101037,70
509,77
14830,48
107088,64
98273,74
48913,72
17377,72
14585,50
13892,53
19513,69
39521,64
99458,72
76639,58
37804,66
127677,61
96099,48
70801,66
58445,61
14446,51
17963,71
102036,69
40877,62
112019,57
131162,54
130049,57
127568,61
32991,72
20536,67
108979,62
96961,78
111204,59
116386,73
7237,64
124823,64
119691,69
16295,75
35998,68
2939,70
123820,65
36410,67
102913,68
125233,64
90435,63
70199,67
92443,61
115463,75
18974,69
49887,71
13459,54
52647,67
112961,54
124783,64
38444,65
126654,62
99607,72
100805,70
67003,70
110035,60
120540,68
14243,52
3892,68
23860,63
148,82
31615,74
29921,79
37420,66
127580,61
42798,59
96458,81
122081,67
13020,56
55272,65
100343,71
16047,76
22503,65
99087,72
26127,60
77265,57
70457,66
92321,61
99834,71
83782,70
75491,60
121871,67
96037,49
105194,65
55641,64
119624,69
24614,62
33914,70
64992,73
120516,68
19693,68
117618,72
124372,64
2740,70
104966,66
96101,48
111787,58
54748,65
80818,75
100691,70
40040,63
58365,61
59748,59
126413,63
86052,67
93508,59
44263,55
10040,60
48140,73
127447,62
109146,62
32681,72
103778,67
31678,74
64895,73
69097,68
51632,68
85918,68
125729,63
102554,68
4272,67
44044,56
103847,67
6218,65
1361,74
20457,67
54539,66
51196,69
47892,74
57856,62
40883,62
78368,53
105334,65
41556,61
10432,60
53387,67
88086,66
79940,77
29454,86
73652,63
117137,72
82737,71
92653,60
95359,54
37429,66
85716,68
122160,66
74221,62
13171,55
122444,66
29122,51
3882,68
17765,72
106407,64
5908,65
7533,64
91595,62
23129,64
72249,65
109353,61
11681,58
8633,62
72094,65
45666,86
90958,63
42555,60
75603,60
78063,54
3298,69
117086,72
44430,55
44633,54
36590,67
83973,70
51209,69
90810,63
112449,56
126069,63
93149,60
22989,64
70172,67
105730,65
95694,52
102378,68
123219,65
91931,62
97809,75
54137,66
107994,63
87424,66
128379,60
16715,74
61562,54
84355,69
105735,65
7682,63
116176,74
55508,65
41831,61
43313,58
1484,73
9089,62
69692,67
61449,55
123346,65
82676,71
50796,69
113924,50
10021,60
99718,71
48941,72
51616,69
83630,70
17536,72
54840,65
58205,62
58225,62
49389,71
95722,52
32301,73
14253,52
14766,49
129806,58
70310,67
96558,80
129289,59
2581,70
29282,49
101548,69
125777,63
128352,60
116417,73
52099,68
39526,64
38206,65
13681,54
10663,60
416,78
129198,59
84918,69
35175,69
49771,71
129443,59
130451,56
75500,60
109558,61
44137,56
79570,79
51225,69
83802,70
123271,65
62790,81
55506,65
90334,63
19343,69
4927,67
71743,65
53037,67
26736,59
54529,66
40448,63
107440,63
105040,66
115202,76
49722,71
70053,67
25236,61
96200,85
89179,64
49856,71
6206,65
5883,65
113593,52
56873,63
131916,50
131368,53
48100,73
28946,52
129752,58
56415,64
116267,74
74523,62
67864,69
35242,69
128401,60
75088,61
38666,65
91934,62
2605,70
124266,65
13172,55
9384,61
119137,70
111744,58
98883,73
23429,64
111363,58
126025,63
127676,61
124748,64
98198,74
48680,72
65873,72
116599,73
2090,72
98874,73
77681,55
67317,70
97555,75
81700,73
115235,76
89028,65
55729,64
88521,65
59518,60
51092,69
98215,74
55856,64
44820,53
35604,68
59642,59
37452,66
112699,55
83229,71
39156,64
43673,57
15010,89
23532,64
64544,74
119811,69
85372,68
93302,59
63889,76
82735,71
80038,77
8873,62
103263,67
110829,59
74387,62
30830,76
99330,72
77794,55
92265,61
35611,68
8991,62
56669,63
81614,73
121588,67
110425,60
18885,70
66164,71
70450,66
4811,67
70116,67
89563,64
82034,72
124054,65
92452,61
3000,70
56996,63
57001,63
72388,64
97234,76
95574,53
2756,70
1323,74
3710,68
55438,65
76461,59
20497,67
36638,67
15271,80
7422,64
8724,62
80378,76
18723,70
14382,51
62,84
16766,74
27662,57
93126,60
66212,71
74980,61
40629,63
11598,58
75218,61
37098,67
6209,65
30179,78
97118,77
44327,55
